review_id,customer_id,restaurant_id,rating,review_text,review_date
603,163,10,4.1,Fast delivery,2025-09-18
604,325,1,4.4,Highly recommended,2026-01-21
605,404,18,4.2,Will order again,2026-03-31
606,392,30,4.8,Nice packaging,2026-04-24
607,53,4,3.5,Excellent food,2025-10-17
608,406,2,3.5,Will order again,2026-03-20
609,464,10,3.6,Excellent food,2026-05-30
610,100,27,4.5,Worth the money,2025-12-17
611,2,2,4.0,Will order again,2026-03-28
612,121,16,3.5,Good taste,2026-01-14
613,180,19,3.4,Highly recommended,2025-09-02
614,226,22,3.7,Food was okay,2026-04-23
615,284,16,4.2,Amazing experience,2026-04-10
616,65,2,4.4,Loved it,2025-09-10
617,17,10,3.5,Nice packaging,2025-08-29
618,236,30,3.8,Highly recommended,2025-07-23
619,22,27,3.1,Fast delivery,2025-09-10
620,28,10,4.6,Excellent food,2026-03-18
621,474,14,3.9,Worth the money,2025-12-29
622,278,12,3.4,Fast delivery,2026-01-02
623,114,8,3.2,Excellent food,2025-09-21
624,377,5,4.4,Food was okay,2025-12-29
625,67,16,3.4,Fast delivery,2025-10-04
626,441,30,4.7,Will order again,2025-09-17
627,16,29,3.2,Amazing experience,2026-05-20
628,154,9,3.8,Highly recommended,2025-10-14
629,447,18,3.5,Highly recommended,2026-05-06
630,219,22,3.9,Nice packaging,2025-11-19
631,88,29,3.9,Good taste,2026-01-30
632,432,10,4.8,Food was okay,2025-12-23
633,245,5,3.9,Food was okay,2026-04-19
634,402,2,3.5,Food was okay,2025-09-17
635,327,26,4.7,Excellent food,2026-03-10
636,141,5,3.5,Amazing experience,2026-01-14
637,29,27,4.8,Good taste,2026-02-08
638,73,25,4.6,Nice packaging,2026-04-10
639,358,5,4.2,Fast delivery,2025-09-29
640,195,4,3.2,Nice packaging,2025-07-27
641,452,9,3.3,Excellent food,2025-11-28
642,45,5,4.4,Nice packaging,2026-04-26
643,142,16,3.6,Loved it,2025-08-11
644,128,27,3.1,Loved it,2026-04-27
645,15,24,3.0,Worth the money,2025-12-23
646,87,5,3.9,Worth the money,2025-07-16
647,351,27,4.6,Loved it,2026-04-08
648,135,3,4.4,Nice packaging,2026-01-14
649,52,27,3.7,Food was okay,2025-10-15
650,84,15,3.6,Highly recommended,2025-09-01
651,49,1,3.5,Worth the money,2025-11-06
652,352,5,4.0,Worth the money,2025-10-29
653,227,28,3.4,Good taste,2025-09-27
654,272,28,5.0,Excellent food,2025-11-16
655,33,4,3.9,Fast delivery,2026-01-19
656,272,17,3.5,Will order again,2026-02-25
657,391,9,3.9,Will order again,2026-05-21
658,65,5,3.5,Worth the money,2026-07-03
659,181,18,4.1,Good taste,2026-02-07
660,311,23,4.7,Excellent food,2026-02-24
661,106,23,4.9,Will order again,2026-02-24
662,249,19,4.3,Amazing experience,2025-10-13
663,393,30,3.8,Amazing experience,2025-08-05
664,468,9,4.5,Excellent food,2026-05-15
665,9,13,4.5,Highly recommended,2026-02-26
666,110,30,3.9,Food was okay,2026-04-04
667,311,17,4.5,Excellent food,2026-01-20
668,474,17,4.0,Highly recommended,2025-09-09
669,328,20,4.4,Loved it,2025-08-01
670,288,14,4.9,Nice packaging,2025-09-04
671,257,5,3.4,Food was okay,2025-09-14
672,337,24,4.8,Good taste,2025-11-09
673,313,22,4.1,Amazing experience,2025-08-09
674,146,12,3.4,Worth the money,2026-06-30
675,330,13,3.5,Nice packaging,2026-07-09
676,142,4,4.3,Highly recommended,2025-09-08
677,167,7,4.9,Loved it,2026-06-15
678,200,29,4.4,Good taste,2025-09-14
679,153,8,4.8,Good taste,2025-07-23
680,176,3,4.0,Highly recommended,2025-10-09
681,318,13,3.9,Will order again,2025-12-07
682,183,28,4.8,Highly recommended,2025-09-23
683,19,18,4.6,Excellent food,2025-10-02
684,257,2,4.0,Loved it,2025-12-26
685,52,24,4.5,Food was okay,2026-05-20
686,250,27,4.7,Will order again,2026-06-18
687,387,20,3.2,Excellent food,2026-03-04
688,394,6,4.6,Fast delivery,2025-07-27
689,492,7,3.1,Excellent food,2026-05-18
690,234,10,4.9,Highly recommended,2026-07-11
691,213,21,3.4,Highly recommended,2026-06-01
692,45,15,4.4,Fast delivery,2026-03-15
693,229,16,3.9,Fast delivery,2025-09-04
694,177,1,4.0,Good taste,2026-02-12
695,193,3,4.6,Good taste,2025-10-11
696,398,6,3.5,Will order again,2026-01-31
697,217,23,3.9,Food was okay,2025-10-09
698,73,25,4.9,Will order again,2025-11-27
699,45,16,4.3,Excellent food,2025-10-23
700,3,26,4.7,Fast delivery,2026-01-31
701,79,9,4.2,Worth the money,2026-01-17
702,62,13,3.4,Excellent food,2026-06-08
703,450,2,4.2,Good taste,2026-01-27
704,81,1,3.2,Worth the money,2026-01-01
705,65,11,4.1,Highly recommended,2026-03-05
706,226,22,3.5,Food was okay,2025-12-20
707,426,29,4.6,Fast delivery,2025-12-09
708,464,28,3.5,Loved it,2026-04-01
709,161,8,3.9,Highly recommended,2026-03-04
710,348,20,3.7,Nice packaging,2025-10-06
711,57,7,4.0,Fast delivery,2025-09-20
712,286,18,4.9,Fast delivery,2025-07-29
713,34,27,4.8,Highly recommended,2025-10-28
714,180,24,4.1,Nice packaging,2026-05-20
715,112,25,4.8,Nice packaging,2025-09-28
716,28,27,3.4,Good taste,2025-10-07
717,12,19,5.0,Excellent food,2025-10-12
718,31,9,3.9,Will order again,2026-05-12
719,303,2,3.9,Will order again,2026-04-11
720,112,11,3.3,Nice packaging,2026-04-07
721,226,24,4.2,Excellent food,2026-01-14
722,331,26,3.2,Will order again,2025-12-28
723,20,18,3.3,Excellent food,2026-04-14
724,210,1,4.8,Nice packaging,2026-01-22
725,84,2,4.9,Nice packaging,2026-02-15
726,75,16,3.8,Good taste,2026-04-08
727,280,6,3.4,Nice packaging,2025-07-15
728,145,25,4.6,Amazing experience,2025-12-03
729,196,3,4.8,Will order again,2026-03-13
730,5,8,4.7,Food was okay,2026-01-29
731,162,27,3.7,Excellent food,2025-10-28
732,129,29,5.0,Excellent food,2025-12-16
733,307,19,3.9,Nice packaging,2026-07-13
734,148,14,3.2,Will order again,2025-07-28
735,353,10,3.6,Excellent food,2026-06-12
736,364,25,4.6,Worth the money,2025-12-27
737,473,16,3.4,Amazing experience,2026-05-21
738,124,11,3.1,Amazing experience,2026-07-07
739,494,3,4.7,Nice packaging,2026-07-09
740,177,1,3.7,Loved it,2025-11-06
741,274,10,4.1,Will order again,2026-05-23
742,476,6,3.0,Fast delivery,2026-03-27
743,176,18,3.3,Loved it,2026-05-17
744,45,14,4.3,Highly recommended,2025-08-02
745,288,7,3.3,Excellent food,2026-02-07
746,165,4,4.5,Food was okay,2026-05-28
747,365,26,4.9,Amazing experience,2025-11-30
748,193,21,4.6,Excellent food,2026-01-31
749,104,23,3.6,Loved it,2026-02-12
750,475,13,4.6,Excellent food,2026-01-09
751,95,16,4.1,Excellent food,2026-05-10
752,436,25,4.8,Will order again,2025-12-24
753,375,3,3.6,Fast delivery,2026-01-31
754,395,19,4.4,Good taste,2026-04-24
755,16,16,4.8,Will order again,2025-12-28
756,181,19,3.9,Worth the money,2026-05-21
757,15,16,4.2,Good taste,2026-05-16
758,118,3,4.2,Highly recommended,2026-06-15
759,353,12,4.9,Amazing experience,2026-02-10
760,119,20,3.5,Will order again,2025-12-27
761,393,21,4.3,Will order again,2026-02-27
762,471,4,3.5,Loved it,2025-11-03
763,123,10,3.7,Loved it,2025-08-01
764,179,12,4.1,Worth the money,2026-07-12
765,128,19,3.3,Good taste,2025-11-12
766,406,21,4.5,Amazing experience,2025-11-05
767,119,27,3.9,Fast delivery,2026-06-13
768,134,28,4.7,Nice packaging,2025-11-01
769,388,2,3.7,Loved it,2026-05-23
770,138,10,4.0,Amazing experience,2025-10-27
771,183,6,4.7,Will order again,2025-10-19
772,152,7,4.3,Food was okay,2026-03-13
773,347,17,4.5,Highly recommended,2025-08-18
774,271,5,4.3,Loved it,2026-05-18
775,181,4,3.7,Will order again,2025-08-29
776,351,9,4.2,Good taste,2026-02-10
777,206,3,3.1,Highly recommended,2025-09-05
778,235,27,3.2,Food was okay,2026-01-15
779,279,18,4.5,Nice packaging,2026-05-24
780,419,8,3.7,Fast delivery,2025-08-14
781,106,9,3.5,Highly recommended,2026-06-06
782,448,11,3.9,Loved it,2026-05-21
783,378,21,4.4,Will order again,2025-12-24
784,121,1,3.0,Fast delivery,2026-03-20
785,323,13,4.0,Fast delivery,2026-03-03
786,73,11,4.2,Loved it,2025-10-03
787,60,22,4.8,Will order again,2025-12-17
788,178,5,4.5,Highly recommended,2026-02-22
789,36,29,4.1,Fast delivery,2025-11-20
790,29,10,3.6,Fast delivery,2025-11-28
791,255,16,3.1,Will order again,2026-01-26
792,414,7,3.1,Food was okay,2026-03-28
793,298,20,4.2,Will order again,2026-05-02
794,147,28,3.7,Will order again,2025-11-11
795,264,5,4.2,Good taste,2026-03-29
796,335,12,3.7,Will order again,2026-05-16
797,448,30,4.0,Loved it,2026-02-16
798,426,14,4.7,Highly recommended,2026-06-24
799,14,20,4.5,Amazing experience,2026-07-01
800,400,28,4.3,Worth the money,2026-05-02
801,435,24,3.9,Will order again,2025-09-18
802,250,3,3.6,Worth the money,2025-12-18
803,415,22,4.3,Worth the money,2025-10-18
804,494,26,3.5,Nice packaging,2025-10-10
805,154,27,4.7,Will order again,2026-02-03
806,72,26,3.6,Loved it,2025-11-17
807,289,1,3.3,Highly recommended,2026-05-18
808,382,30,3.9,Fast delivery,2025-12-17
809,350,29,4.5,Good taste,2025-12-25
810,386,1,4.0,Worth the money,2026-03-23
811,486,15,4.2,Excellent food,2026-05-18
812,208,23,4.0,Fast delivery,2026-02-18
813,254,9,4.7,Will order again,2025-11-16
814,86,21,4.2,Fast delivery,2025-12-22
815,53,1,4.1,Fast delivery,2025-12-08
816,48,21,4.1,Food was okay,2026-02-19
817,347,5,3.9,Fast delivery,2025-07-24
818,6,6,4.8,Loved it,2025-08-21
819,238,28,3.9,Amazing experience,2025-10-01
820,244,27,3.4,Nice packaging,2025-11-26
821,173,9,3.7,Food was okay,2026-02-21
822,373,2,4.3,Worth the money,2026-03-20
823,102,23,3.2,Will order again,2025-10-14
824,34,7,3.7,Good taste,2026-02-26
825,200,22,3.7,Excellent food,2025-10-05
826,233,6,4.9,Worth the money,2025-10-03
827,170,29,3.9,Fast delivery,2026-03-28
828,29,21,4.2,Excellent food,2025-11-19
829,184,20,3.8,Loved it,2026-03-29
830,72,8,4.6,Amazing experience,2026-05-01
831,429,22,4.0,Worth the money,2026-02-18
832,191,15,3.8,Good taste,2025-07-15
833,236,12,4.6,Fast delivery,2025-10-15
834,144,27,4.6,Loved it,2025-11-01
835,116,30,4.4,Good taste,2026-03-28
836,93,25,3.6,Worth the money,2025-12-26
837,263,5,4.8,Excellent food,2025-12-06
838,241,19,3.1,Fast delivery,2026-04-01
839,142,7,4.9,Will order again,2025-12-24
840,19,18,4.1,Fast delivery,2025-08-18
841,337,13,3.7,Nice packaging,2025-12-30
842,435,24,4.9,Will order again,2026-03-08
843,229,17,4.8,Amazing experience,2025-09-14
844,71,17,4.9,Food was okay,2026-05-18
845,371,19,5.0,Good taste,2026-05-05
846,229,22,3.4,Worth the money,2026-05-09
847,361,26,4.4,Food was okay,2026-05-02
848,194,12,3.8,Excellent food,2025-09-07
849,238,21,4.1,Nice packaging,2026-07-09
850,194,12,3.7,Excellent food,2026-03-02
851,39,27,3.6,Nice packaging,2026-01-16
852,361,7,3.2,Highly recommended,2026-01-31
853,163,27,3.8,Excellent food,2026-02-23
854,83,2,3.6,Loved it,2025-10-25
855,397,27,3.9,Will order again,2026-04-17
856,199,14,4.8,Worth the money,2026-06-03
857,251,28,4.1,Amazing experience,2026-07-13
858,51,22,3.2,Nice packaging,2026-02-27
859,283,12,3.9,Good taste,2025-09-09
860,289,16,3.4,Highly recommended,2026-03-07
861,281,29,3.8,Excellent food,2026-01-17
862,381,24,4.6,Nice packaging,2025-10-18
863,388,7,4.4,Good taste,2025-08-13
864,31,9,4.7,Food was okay,2025-08-15
865,161,11,3.1,Nice packaging,2026-04-18
866,287,25,4.9,Highly recommended,2025-10-12
867,255,23,5.0,Highly recommended,2026-06-04
868,209,7,3.7,Excellent food,2025-11-21
869,374,13,5.0,Excellent food,2026-03-10
870,472,7,3.7,Highly recommended,2026-04-17
871,412,5,3.4,Loved it,2026-01-30
872,347,17,3.2,Will order again,2025-12-10
873,338,28,4.7,Amazing experience,2025-09-11
874,369,7,3.1,Food was okay,2025-09-22
875,325,27,3.6,Excellent food,2025-12-03
876,45,15,4.2,Good taste,2026-02-04
877,99,29,4.4,Good taste,2026-03-02
878,399,12,4.4,Nice packaging,2026-03-11
879,103,4,3.9,Worth the money,2026-02-12
880,202,6,4.2,Amazing experience,2026-04-07
881,17,22,4.8,Good taste,2025-07-22
882,314,28,4.1,Worth the money,2025-09-06
883,317,5,4.0,Loved it,2025-12-07
884,377,11,4.1,Nice packaging,2026-02-18
885,255,23,3.4,Fast delivery,2026-06-20
886,199,15,3.6,Worth the money,2026-03-07
887,189,27,4.0,Food was okay,2025-10-11
888,50,6,4.5,Food was okay,2025-07-28
889,196,22,3.8,Fast delivery,2026-03-07
890,373,1,4.8,Amazing experience,2025-12-21
891,452,16,4.5,Highly recommended,2026-06-27
892,150,14,3.5,Highly recommended,2026-03-04
893,301,9,4.4,Amazing experience,2026-04-12
894,1,23,3.6,Food was okay,2025-12-29
895,432,18,3.9,Worth the money,2026-05-08
896,26,22,3.6,Food was okay,2025-11-19
897,353,21,3.6,Excellent food,2025-09-22
898,457,11,3.5,Highly recommended,2026-04-30
899,215,8,3.4,Amazing experience,2025-09-18
900,240,26,4.5,Nice packaging,2026-01-11
901,321,26,4.6,Food was okay,2026-05-08
902,470,3,3.5,Nice packaging,2025-11-25
903,17,19,4.6,Will order again,2025-11-28
904,332,6,4.0,Highly recommended,2025-09-27
905,228,26,3.9,Fast delivery,2026-06-15
906,338,16,3.5,Nice packaging,2025-10-02
907,338,17,3.3,Food was okay,2025-07-25
908,373,8,4.1,Loved it,2025-09-06
909,51,27,3.6,Fast delivery,2025-12-22
910,167,4,3.8,Nice packaging,2026-07-08
911,351,12,3.4,Nice packaging,2025-12-25
912,294,22,4.2,Will order again,2026-02-23
913,141,5,3.5,Will order again,2026-01-14
914,4,9,3.7,Food was okay,2025-09-20
915,456,17,3.8,Amazing experience,2026-01-26
916,261,18,3.4,Fast delivery,2025-12-29
917,200,22,3.0,Amazing experience,2026-05-22
918,77,6,4.3,Nice packaging,2026-03-03
919,334,10,4.5,Highly recommended,2026-03-06
920,225,24,4.9,Food was okay,2026-03-27
921,86,14,3.5,Nice packaging,2026-06-09
922,190,18,3.8,Food was okay,2025-12-26
923,154,28,4.3,Highly recommended,2026-01-08
924,469,26,3.1,Loved it,2025-11-22
925,34,30,4.3,Highly recommended,2025-07-20
926,149,5,3.4,Amazing experience,2025-11-21
927,286,14,4.2,Amazing experience,2026-01-02
928,83,23,3.5,Amazing experience,2026-03-11
929,200,16,3.5,Highly recommended,2026-07-07
930,500,27,4.0,Amazing experience,2026-03-27
931,309,27,4.8,Good taste,2025-12-01
932,465,23,3.9,Good taste,2025-08-19
933,132,23,4.0,Highly recommended,2025-09-25
934,175,4,4.5,Excellent food,2025-09-24
935,486,20,5.0,Loved it,2026-04-29
936,495,8,3.4,Food was okay,2026-03-18
937,253,29,4.0,Fast delivery,2026-03-10
938,357,20,4.4,Highly recommended,2025-09-05
939,140,27,4.9,Worth the money,2026-03-21
940,489,20,4.0,Excellent food,2026-03-20
941,251,29,4.9,Will order again,2025-12-01
942,164,23,3.7,Food was okay,2025-12-20
943,108,13,4.4,Will order again,2026-07-12
944,324,7,4.4,Worth the money,2025-12-14
945,68,16,4.3,Will order again,2025-08-04
946,15,13,4.7,Worth the money,2025-07-28
947,315,20,4.0,Highly recommended,2025-08-03
948,74,1,4.4,Excellent food,2026-04-30
949,450,12,4.8,Will order again,2026-02-04
950,36,30,3.1,Amazing experience,2026-01-16
951,87,1,4.8,Worth the money,2025-12-13
952,360,25,4.3,Fast delivery,2026-01-16
953,174,30,4.3,Nice packaging,2025-10-30
954,295,8,3.5,Food was okay,2025-09-19
955,69,21,4.8,Amazing experience,2026-07-03
956,255,23,3.9,Will order again,2025-09-19
957,145,12,3.8,Fast delivery,2025-12-05
958,103,26,4.9,Will order again,2025-07-25
959,321,22,3.4,Fast delivery,2026-04-05
960,35,18,4.6,Amazing experience,2026-04-05
961,466,25,3.1,Fast delivery,2025-12-27
962,394,5,3.3,Highly recommended,2026-02-10
963,234,21,3.9,Fast delivery,2025-11-04
964,456,7,3.9,Loved it,2025-08-13
965,132,30,4.7,Amazing experience,2026-07-09
966,20,2,3.1,Will order again,2026-04-23
967,29,8,3.2,Nice packaging,2025-11-09
968,480,2,3.2,Highly recommended,2026-05-26
969,11,17,3.7,Excellent food,2026-07-02
970,298,16,4.6,Food was okay,2026-04-24
971,46,4,3.7,Loved it,2025-11-22
972,25,5,3.5,Will order again,2026-03-16
973,171,10,4.8,Highly recommended,2025-07-15
974,298,2,3.6,Highly recommended,2025-10-28
975,104,17,3.2,Fast delivery,2026-04-24
976,392,21,5.0,Amazing experience,2025-08-27
977,89,20,4.7,Nice packaging,2026-02-02
978,66,2,4.0,Worth the money,2025-12-20
979,444,20,4.8,Food was okay,2026-06-03
980,204,25,4.4,Good taste,2026-01-26
981,141,18,3.4,Worth the money,2025-07-23
982,120,23,4.3,Excellent food,2025-09-23
983,279,13,4.6,Amazing experience,2025-10-02
984,178,14,3.4,Highly recommended,2025-12-22
985,415,9,3.2,Food was okay,2026-01-31
986,125,2,3.1,Highly recommended,2026-05-13
987,247,26,4.2,Loved it,2025-11-17
988,434,12,4.5,Worth the money,2026-05-04
989,492,17,3.1,Will order again,2025-10-04
990,240,22,3.3,Nice packaging,2026-01-05
991,215,27,3.2,Fast delivery,2025-11-25
992,123,10,3.7,Fast delivery,2025-09-08
993,39,25,4.2,Food was okay,2026-06-11
994,156,1,3.7,Nice packaging,2025-11-22
995,358,22,3.0,Amazing experience,2026-03-28
996,432,25,3.9,Amazing experience,2026-01-29
997,249,2,3.7,Nice packaging,2025-11-06
998,85,30,3.9,Loved it,2025-11-27
999,2,9,4.6,Good taste,2025-11-22
1000,51,7,3.6,Highly recommended,2026-06-15
1001,214,30,4.6,Excellent food,2026-02-25
1002,387,16,3.6,Excellent food,2025-08-18
1003,71,19,4.3,Worth the money,2025-10-14
1004,299,17,4.5,Will order again,2026-03-08
1005,11,2,3.2,Excellent food,2026-05-09
1006,254,13,3.9,Excellent food,2026-01-07
1007,376,6,4.2,Amazing experience,2026-02-11
1008,55,21,4.8,Amazing experience,2026-01-31
1009,169,29,3.2,Highly recommended,2026-04-16
1010,104,14,4.2,Fast delivery,2026-01-17
1011,129,2,3.7,Good taste,2025-11-23
1012,186,3,4.6,Loved it,2026-03-11
1013,479,29,3.6,Worth the money,2025-12-28
1014,259,15,3.5,Amazing experience,2026-06-09
1015,305,15,3.1,Good taste,2026-03-05
1016,253,20,3.2,Amazing experience,2026-05-21
1017,90,7,3.9,Good taste,2025-11-02
1018,476,11,4.6,Amazing experience,2025-10-07
1019,422,15,3.8,Food was okay,2025-12-27
1020,362,29,3.7,Excellent food,2025-08-05
1021,15,6,3.4,Good taste,2025-09-26
1022,328,22,3.8,Food was okay,2026-02-21
1023,457,29,4.9,Will order again,2026-03-13
1024,356,15,4.0,Food was okay,2026-06-01
1025,389,15,4.5,Fast delivery,2025-12-26
1026,329,3,3.9,Will order again,2026-04-11
1027,274,24,3.7,Food was okay,2025-08-26
1028,4,18,3.9,Amazing experience,2025-08-23
1029,40,24,4.8,Good taste,2025-10-01
1030,165,25,3.8,Worth the money,2026-02-06
1031,481,12,4.5,Amazing experience,2025-08-27
1032,173,9,3.9,Will order again,2026-02-15
1033,451,27,3.2,Excellent food,2025-07-14
1034,431,14,4.8,Will order again,2025-11-29
1035,350,29,4.8,Food was okay,2025-11-23
1036,365,17,4.1,Excellent food,2025-12-05
1037,122,10,3.9,Excellent food,2025-09-26
1038,366,15,3.6,Loved it,2026-02-14
1039,399,7,4.5,Amazing experience,2026-04-13
1040,137,1,3.2,Highly recommended,2026-04-01
1041,259,3,3.2,Food was okay,2025-12-29
1042,192,5,3.9,Nice packaging,2026-04-17
1043,189,26,3.4,Amazing experience,2026-05-18
1044,212,12,4.9,Will order again,2026-01-16
1045,395,18,4.6,Good taste,2026-01-19
1046,281,16,4.1,Good taste,2026-03-05
1047,237,29,4.5,Good taste,2026-03-27
1048,256,3,3.0,Will order again,2025-09-13
1049,363,11,3.5,Fast delivery,2025-11-16
1050,282,17,4.5,Will order again,2025-07-31
1051,207,1,4.9,Food was okay,2026-06-06
1052,398,14,3.7,Excellent food,2026-05-30
1053,237,15,4.8,Nice packaging,2026-04-08
1054,176,24,3.6,Amazing experience,2025-09-02
1055,100,12,4.7,Highly recommended,2025-10-15
1056,451,14,3.5,Amazing experience,2026-02-21
1057,72,27,3.5,Food was okay,2026-05-11
1058,177,15,4.4,Food was okay,2026-02-04
1059,465,3,4.5,Will order again,2025-12-14
1060,213,21,4.3,Will order again,2025-11-12
1061,448,7,4.5,Nice packaging,2025-08-24
1062,175,12,3.0,Excellent food,2026-04-05
1063,345,16,3.6,Loved it,2026-05-07
1064,222,10,3.6,Fast delivery,2025-08-11
1065,434,24,4.1,Excellent food,2025-10-29
1066,490,20,4.6,Loved it,2025-07-16
1067,87,1,3.1,Good taste,2026-03-16
1068,451,24,3.4,Food was okay,2026-03-19
1069,208,22,4.5,Good taste,2026-02-10
1070,413,5,3.4,Food was okay,2026-01-11
1071,325,18,3.4,Good taste,2025-11-10
1072,339,4,3.0,Worth the money,2025-12-23
1073,348,21,4.4,Will order again,2025-10-31
1074,200,29,4.4,Good taste,2026-02-02
1075,167,22,3.9,Excellent food,2025-08-05
1076,276,26,3.0,Highly recommended,2025-10-25
1077,84,19,4.8,Loved it,2025-12-17
1078,335,22,3.8,Fast delivery,2026-01-25
1079,324,10,3.5,Worth the money,2026-04-20
1080,405,26,3.1,Amazing experience,2025-12-14
1081,431,8,3.2,Worth the money,2026-06-26
1082,469,24,3.0,Fast delivery,2025-10-13
1083,297,19,3.9,Loved it,2026-04-14
1084,331,16,4.6,Will order again,2025-09-24
1085,278,30,4.4,Nice packaging,2025-11-06
1086,156,24,3.3,Good taste,2025-09-06
1087,56,14,4.7,Nice packaging,2026-01-31
1088,291,16,4.5,Loved it,2025-08-10
1089,314,19,3.9,Highly recommended,2025-10-20
1090,351,13,3.7,Highly recommended,2025-12-28
1091,482,18,3.2,Food was okay,2025-08-14
1092,418,5,4.2,Will order again,2025-08-04
1093,184,17,3.1,Nice packaging,2026-01-23
1094,345,20,3.2,Good taste,2026-07-04
1095,415,26,4.9,Nice packaging,2026-05-24
1096,229,6,3.5,Loved it,2026-03-14
1097,54,7,5.0,Will order again,2025-08-11
1098,129,18,4.4,Nice packaging,2026-01-16
1099,284,14,3.2,Food was okay,2025-10-23
1100,53,26,4.2,Highly recommended,2025-08-24
1101,436,16,3.4,Loved it,2026-02-22
1102,238,23,4.0,Good taste,2026-03-12
1103,197,19,5.0,Food was okay,2025-08-19
1104,182,7,3.6,Worth the money,2026-03-16
1105,470,10,3.1,Nice packaging,2026-07-12
1106,406,6,4.4,Fast delivery,2026-07-09
1107,351,30,4.4,Excellent food,2026-06-27
1108,66,28,3.8,Fast delivery,2025-07-27
1109,139,17,4.9,Will order again,2025-10-01
1110,324,1,4.7,Will order again,2025-10-11
1111,274,20,4.1,Will order again,2025-08-07
1112,44,3,3.9,Worth the money,2026-03-15
1113,228,1,4.7,Food was okay,2025-10-03
1114,321,22,4.7,Excellent food,2026-05-27
1115,469,26,4.2,Food was okay,2025-09-26
1116,170,23,3.4,Excellent food,2025-09-15
1117,71,13,3.9,Will order again,2026-05-24
1118,56,16,3.9,Amazing experience,2026-05-27
1119,288,14,3.9,Nice packaging,2025-08-09
1120,30,25,4.3,Amazing experience,2026-01-18
1121,181,4,3.8,Amazing experience,2026-02-08
1122,239,28,5.0,Food was okay,2025-09-27
1123,239,4,4.6,Loved it,2025-12-28
1124,318,17,3.2,Food was okay,2025-12-03
1125,380,14,4.0,Excellent food,2025-10-29
1126,251,10,4.5,Excellent food,2025-08-04
1127,186,19,5.0,Good taste,2026-07-10
1128,475,5,3.9,Excellent food,2026-06-10
1129,246,26,4.2,Loved it,2026-06-07
1130,169,8,4.2,Nice packaging,2026-02-17
1131,326,22,3.0,Highly recommended,2025-10-03
1132,93,27,3.1,Worth the money,2026-03-22
1133,72,27,3.1,Good taste,2026-05-20
1134,71,23,5.0,Worth the money,2025-11-27
1135,244,27,4.4,Amazing experience,2025-12-10
1136,165,10,4.1,Will order again,2025-09-12
1137,136,28,4.9,Highly recommended,2026-03-21
1138,405,26,3.9,Worth the money,2025-12-23
1139,498,25,4.7,Excellent food,2026-03-05
1140,451,11,3.2,Nice packaging,2026-05-20
1141,493,28,3.9,Food was okay,2026-05-23
1142,266,22,4.0,Loved it,2025-12-24
1143,195,11,3.2,Will order again,2025-11-25
1144,299,10,3.9,Nice packaging,2026-03-02
1145,97,24,4.8,Fast delivery,2026-07-08
1146,72,6,3.9,Worth the money,2025-12-09
1147,410,22,3.9,Will order again,2025-08-22
1148,402,18,4.9,Will order again,2026-04-14
1149,70,12,3.8,Nice packaging,2025-08-27
1150,296,24,4.4,Nice packaging,2026-05-07
1151,303,3,4.6,Amazing experience,2025-10-03
1152,291,18,3.1,Loved it,2026-01-03
1153,100,11,4.9,Will order again,2026-03-03
1154,135,5,3.8,Nice packaging,2026-02-16
1155,10,7,4.9,Worth the money,2025-10-18
1156,482,30,4.6,Highly recommended,2026-04-08
1157,357,20,4.6,Nice packaging,2026-04-06
1158,308,20,3.3,Excellent food,2026-04-19
1159,123,21,3.1,Will order again,2025-12-23
1160,458,22,3.2,Worth the money,2026-03-24
1161,320,1,4.5,Highly recommended,2025-11-02
1162,370,20,3.8,Worth the money,2026-04-24
1163,474,4,3.4,Highly recommended,2025-11-21
1164,358,22,3.2,Amazing experience,2025-11-25
1165,98,10,4.5,Worth the money,2025-12-07
1166,243,23,4.5,Fast delivery,2026-03-31
1167,14,14,4.0,Fast delivery,2026-06-07
1168,266,17,4.0,Nice packaging,2026-07-05
1169,415,9,3.5,Nice packaging,2025-10-25
1170,328,9,4.9,Will order again,2026-03-26
1171,387,24,4.3,Fast delivery,2025-07-25
1172,302,23,3.4,Good taste,2026-03-29
1173,395,19,3.7,Nice packaging,2026-04-14
1174,91,15,4.2,Worth the money,2025-07-20
1175,170,26,4.5,Amazing experience,2025-07-14
1176,254,9,3.7,Excellent food,2026-05-22
1177,197,8,4.7,Nice packaging,2025-08-07
1178,405,10,3.4,Food was okay,2025-12-18
1179,233,20,4.8,Food was okay,2025-11-28
1180,440,9,4.3,Loved it,2026-02-19
1181,312,28,3.3,Worth the money,2026-03-02
1182,179,20,3.2,Loved it,2026-02-07
1183,320,11,4.1,Nice packaging,2025-12-12
1184,313,22,4.2,Good taste,2026-03-25
1185,472,9,3.7,Excellent food,2026-01-06
1186,177,30,3.4,Loved it,2026-05-15
1187,452,18,3.5,Highly recommended,2025-10-14
1188,378,21,4.0,Good taste,2025-10-25
1189,169,4,3.1,Food was okay,2025-11-10
1190,486,8,4.1,Highly recommended,2026-02-09
1191,255,17,4.6,Worth the money,2025-07-17
1192,90,21,3.7,Good taste,2026-03-26
1193,396,15,3.7,Will order again,2026-06-06
1194,275,14,3.4,Amazing experience,2025-09-20
1195,111,24,3.1,Nice packaging,2025-10-28
1196,69,21,4.4,Highly recommended,2025-11-15
1197,492,7,4.9,Fast delivery,2025-09-15
1198,1,24,4.0,Loved it,2025-07-25
