delivery_id,order_id,partner_id,delivery_status,delivery_time
976,1976,28,Delivered,49
977,1977,99,Picked Up,50
978,1978,55,Delivered,27
979,1979,50,Cancelled,55
980,1980,38,Delivered,36
981,1981,32,Delivered,29
982,1982,39,Cancelled,43
983,1983,57,Delivered,51
984,1984,53,Delivered,27
985,1985,62,Assigned,24
986,1986,20,Cancelled,59
987,1987,56,Delivered,47
988,1988,15,Assigned,19
989,1989,45,Delivered,26
990,1990,28,Delivered,33
991,1991,27,Assigned,55
992,1992,64,Delivered,33
993,1993,41,Delivered,35
994,1994,22,Delivered,53
995,1995,38,Delivered,35
996,1996,82,Delivered,31
997,1997,61,Delivered,41
998,1998,4,Assigned,45
999,1999,83,Assigned,42
1000,2000,21,Assigned,19
1001,2001,35,Delivered,52
1002,2002,63,Delivered,30
1003,2003,53,Delivered,16
1004,2004,74,Assigned,35
1005,2005,75,Delivered,53
1006,2006,72,Delivered,43
1007,2007,97,Delivered,46
1008,2008,93,Delivered,39
1009,2009,56,Delivered,28
1010,2010,79,Delivered,56
1011,2011,68,Assigned,37
1012,2012,68,Delivered,34
1013,2013,65,Picked Up,53
1014,2014,88,Picked Up,37
1015,2015,84,Cancelled,38
1016,2016,58,Delivered,30
1017,2017,15,Cancelled,55
1018,2018,79,Assigned,31
1019,2019,34,Delivered,53
1020,2020,50,Delivered,42
1021,2021,32,Cancelled,51
1022,2022,41,Delivered,36
1023,2023,62,Delivered,45
1024,2024,62,Delivered,32
1025,2025,31,Delivered,55
1026,2026,21,Delivered,24
1027,2027,29,Assigned,32
1028,2028,66,Delivered,43
1029,2029,48,Delivered,19
1030,2030,80,Delivered,50
1031,2031,97,Assigned,48
1032,2032,61,Delivered,38
1033,2033,64,Assigned,57
1034,2034,69,Cancelled,29
1035,2035,17,Picked Up,26
1036,2036,77,Delivered,55
1037,2037,100,Delivered,18
1038,2038,42,Assigned,15
1039,2039,41,Delivered,37
1040,2040,95,Delivered,43
1041,2041,30,Delivered,35
1042,2042,71,Delivered,33
1043,2043,5,Delivered,51
1044,2044,9,Assigned,29
1045,2045,36,Delivered,26
1046,2046,38,Delivered,23
1047,2047,85,Picked Up,45
1048,2048,14,Delivered,27
1049,2049,79,Delivered,30
1050,2050,8,Cancelled,41
1051,2051,44,Delivered,27
1052,2052,48,Cancelled,27
1053,2053,92,Delivered,54
1054,2054,61,Delivered,52
1055,2055,86,Assigned,16
1056,2056,74,Delivered,25
1057,2057,65,Delivered,60
1058,2058,16,Assigned,40
1059,2059,1,Assigned,46
1060,2060,72,Delivered,55
1061,2061,42,Picked Up,45
1062,2062,65,Picked Up,50
1063,2063,19,Cancelled,59
1064,2064,61,Delivered,44
1065,2065,55,Delivered,18
1066,2066,76,Delivered,44
1067,2067,29,Assigned,56
1068,2068,66,Picked Up,30
1069,2069,56,Cancelled,39
1070,2070,53,Delivered,51
1071,2071,64,Picked Up,51
1072,2072,64,Assigned,35
1073,2073,43,Delivered,18
1074,2074,88,Picked Up,33
1075,2075,36,Delivered,57
1076,2076,6,Delivered,60
1077,2077,18,Assigned,40
1078,2078,21,Assigned,16
1079,2079,88,Delivered,16
1080,2080,57,Assigned,29
1081,2081,91,Delivered,59
1082,2082,19,Delivered,37
1083,2083,19,Delivered,48
1084,2084,21,Delivered,33
1085,2085,50,Delivered,16
1086,2086,43,Assigned,34
1087,2087,86,Delivered,37
1088,2088,55,Delivered,22
1089,2089,9,Delivered,43
1090,2090,41,Delivered,52
1091,2091,71,Cancelled,43
1092,2092,22,Delivered,55
1093,2093,41,Assigned,20
1094,2094,92,Assigned,50
1095,2095,59,Picked Up,17
1096,2096,65,Picked Up,47
1097,2097,39,Delivered,46
1098,2098,43,Picked Up,35
1099,2099,98,Delivered,59
1100,2100,71,Cancelled,15
1101,2101,47,Delivered,40
1102,2102,44,Assigned,55
1103,2103,62,Delivered,42
1104,2104,67,Delivered,54
1105,2105,48,Delivered,44
1106,2106,95,Picked Up,16
1107,2107,45,Delivered,27
1108,2108,6,Delivered,53
1109,2109,54,Delivered,26
1110,2110,9,Cancelled,23
1111,2111,69,Delivered,35
1112,2112,50,Assigned,30
1113,2113,71,Delivered,16
1114,2114,24,Delivered,48
1115,2115,43,Delivered,43
1116,2116,73,Cancelled,50
1117,2117,99,Delivered,22
1118,2118,37,Picked Up,51
1119,2119,22,Delivered,20
1120,2120,29,Delivered,21
1121,2121,62,Delivered,15
1122,2122,55,Picked Up,27
1123,2123,73,Delivered,48
1124,2124,48,Assigned,28
1125,2125,5,Delivered,50
1126,2126,34,Picked Up,47
1127,2127,27,Cancelled,42
1128,2128,100,Cancelled,48
1129,2129,16,Delivered,43
1130,2130,21,Delivered,49
1131,2131,51,Delivered,36
1132,2132,86,Delivered,17
1133,2133,52,Delivered,45
1134,2134,48,Delivered,51
1135,2135,46,Delivered,30
1136,2136,95,Cancelled,35
1137,2137,38,Delivered,15
1138,2138,41,Picked Up,55
1139,2139,86,Delivered,45
1140,2140,85,Delivered,37
1141,2141,2,Delivered,17
1142,2142,23,Delivered,59
1143,2143,96,Assigned,56
1144,2144,79,Picked Up,47
1145,2145,71,Delivered,16
1146,2146,81,Assigned,35
1147,2147,42,Assigned,43
1148,2148,20,Delivered,36
1149,2149,63,Assigned,33
1150,2150,97,Delivered,45
1151,2151,81,Delivered,17
1152,2152,68,Delivered,24
1153,2153,37,Delivered,16
1154,2154,37,Delivered,38
1155,2155,8,Cancelled,44
1156,2156,95,Cancelled,34
1157,2157,75,Delivered,22
1158,2158,52,Delivered,15
1159,2159,67,Picked Up,22
1160,2160,55,Cancelled,58
1161,2161,15,Delivered,36
1162,2162,82,Delivered,55
1163,2163,49,Delivered,20
1164,2164,30,Picked Up,33
1165,2165,3,Picked Up,32
1166,2166,57,Picked Up,56
1167,2167,46,Delivered,17
1168,2168,6,Cancelled,34
1169,2169,43,Assigned,34
1170,2170,5,Picked Up,50
1171,2171,76,Delivered,23
1172,2172,81,Delivered,16
1173,2173,52,Cancelled,51
1174,2174,80,Picked Up,17
1175,2175,84,Delivered,34
1176,2176,78,Cancelled,34
1177,2177,80,Delivered,36
1178,2178,56,Picked Up,37
1179,2179,95,Picked Up,56
1180,2180,65,Delivered,58
1181,2181,29,Cancelled,56
1182,2182,51,Delivered,50
1183,2183,28,Delivered,33
1184,2184,63,Delivered,25
1185,2185,39,Delivered,35
1186,2186,99,Assigned,21
1187,2187,63,Delivered,48
1188,2188,94,Delivered,30
1189,2189,45,Delivered,33
1190,2190,83,Picked Up,26
1191,2191,34,Delivered,56
1192,2192,82,Cancelled,54
1193,2193,81,Cancelled,60
1194,2194,53,Delivered,59
1195,2195,32,Picked Up,53
1196,2196,5,Cancelled,17
1197,2197,94,Delivered,31
1198,2198,46,Delivered,52
1199,2199,91,Assigned,16
1200,2200,35,Picked Up,50
1201,2201,98,Assigned,41
1202,2202,64,Picked Up,25
1203,2203,41,Delivered,34
1204,2204,2,Picked Up,51
1205,2205,49,Delivered,43
1206,2206,7,Assigned,52
1207,2207,65,Delivered,28
1208,2208,10,Delivered,15
1209,2209,76,Assigned,22
1210,2210,51,Delivered,49
1211,2211,72,Delivered,29
1212,2212,3,Delivered,55
1213,2213,70,Delivered,39
1214,2214,78,Delivered,58
1215,2215,24,Assigned,21
1216,2216,47,Delivered,21
1217,2217,49,Delivered,35
1218,2218,34,Delivered,39
1219,2219,20,Delivered,43
1220,2220,30,Delivered,24
1221,2221,45,Delivered,41
1222,2222,14,Delivered,43
1223,2223,52,Assigned,47
1224,2224,58,Delivered,26
1225,2225,99,Cancelled,25
1226,2226,97,Assigned,37
1227,2227,64,Cancelled,55
1228,2228,75,Delivered,46
1229,2229,36,Delivered,17
1230,2230,72,Delivered,55
1231,2231,73,Picked Up,47
1232,2232,79,Cancelled,43
1233,2233,16,Delivered,29
1234,2234,84,Delivered,20
1235,2235,98,Delivered,46
1236,2236,13,Delivered,17
1237,2237,36,Delivered,39
1238,2238,11,Delivered,31
1239,2239,58,Delivered,41
1240,2240,43,Delivered,31
1241,2241,34,Cancelled,21
1242,2242,48,Delivered,42
1243,2243,34,Delivered,37
1244,2244,88,Picked Up,47
1245,2245,95,Picked Up,24
1246,2246,77,Cancelled,41
1247,2247,95,Assigned,33
1248,2248,94,Delivered,31
1249,2249,12,Picked Up,58
1250,2250,74,Cancelled,22
1251,2251,29,Picked Up,44
1252,2252,72,Delivered,31
1253,2253,77,Assigned,46
1254,2254,55,Delivered,16
1255,2255,78,Delivered,50
1256,2256,25,Delivered,30
1257,2257,77,Delivered,35
1258,2258,95,Delivered,34
1259,2259,23,Cancelled,45
1260,2260,86,Delivered,15
1261,2261,91,Cancelled,46
1262,2262,37,Picked Up,58
1263,2263,16,Delivered,42
1264,2264,34,Cancelled,32
1265,2265,1,Cancelled,25
1266,2266,56,Picked Up,22
1267,2267,25,Delivered,27
1268,2268,37,Delivered,35
1269,2269,46,Delivered,39
1270,2270,12,Assigned,27
1271,2271,19,Cancelled,42
1272,2272,93,Delivered,20
1273,2273,27,Assigned,31
1274,2274,16,Cancelled,59
1275,2275,47,Delivered,19
1276,2276,2,Assigned,57
1277,2277,46,Delivered,23
1278,2278,81,Delivered,24
1279,2279,62,Delivered,15
1280,2280,48,Delivered,49
1281,2281,65,Picked Up,18
1282,2282,66,Delivered,56
1283,2283,68,Delivered,59
1284,2284,2,Delivered,25
1285,2285,61,Delivered,24
1286,2286,51,Delivered,28
1287,2287,40,Delivered,59
1288,2288,85,Delivered,57
1289,2289,80,Delivered,46
1290,2290,68,Delivered,30
1291,2291,20,Delivered,45
1292,2292,21,Delivered,30
1293,2293,32,Delivered,41
1294,2294,17,Delivered,43
1295,2295,93,Delivered,43
1296,2296,38,Delivered,54
1297,2297,43,Assigned,47
1298,2298,16,Assigned,55
1299,2299,38,Cancelled,39
1300,2300,69,Delivered,55
1301,2301,91,Delivered,33
1302,2302,75,Picked Up,24
1303,2303,74,Delivered,32
1304,2304,78,Assigned,27
1305,2305,10,Delivered,41
1306,2306,63,Delivered,55
1307,2307,64,Delivered,40
1308,2308,53,Assigned,31
1309,2309,91,Cancelled,53
1310,2310,1,Picked Up,36
1311,2311,30,Delivered,56
1312,2312,55,Delivered,56
1313,2313,65,Delivered,26
1314,2314,5,Delivered,19
1315,2315,51,Delivered,60
1316,2316,92,Cancelled,28
1317,2317,14,Delivered,43
1318,2318,77,Delivered,36
1319,2319,32,Delivered,17
1320,2320,27,Assigned,58
1321,2321,69,Delivered,27
1322,2322,26,Delivered,56
1323,2323,41,Cancelled,57
1324,2324,94,Delivered,47
1325,2325,3,Delivered,40
1326,2326,52,Delivered,49
1327,2327,2,Delivered,30
1328,2328,55,Delivered,49
1329,2329,8,Cancelled,22
1330,2330,77,Delivered,47
1331,2331,68,Cancelled,59
1332,2332,95,Assigned,56
1333,2333,47,Delivered,19
1334,2334,15,Delivered,32
1335,2335,100,Picked Up,30
1336,2336,73,Delivered,49
1337,2337,13,Delivered,46
1338,2338,32,Delivered,20
1339,2339,41,Assigned,20
1340,2340,3,Picked Up,39
1341,2341,100,Delivered,15
1342,2342,65,Delivered,26
1343,2343,31,Picked Up,39
1344,2344,46,Delivered,33
1345,2345,51,Delivered,24
1346,2346,53,Picked Up,26
1347,2347,19,Delivered,46
1348,2348,71,Picked Up,53
1349,2349,17,Delivered,36
1350,2350,14,Picked Up,50
1351,2351,90,Delivered,42
1352,2352,83,Delivered,30
1353,2353,44,Delivered,41
1354,2354,17,Delivered,18
1355,2355,68,Delivered,17
1356,2356,10,Delivered,45
1357,2357,79,Assigned,46
1358,2358,84,Delivered,40
1359,2359,18,Picked Up,54
1360,2360,68,Delivered,17
1361,2361,73,Assigned,45
1362,2362,83,Delivered,26
1363,2363,55,Assigned,40
1364,2364,54,Delivered,18
1365,2365,69,Delivered,41
1366,2366,71,Delivered,40
1367,2367,72,Cancelled,58
1368,2368,21,Delivered,33
1369,2369,6,Delivered,29
1370,2370,61,Delivered,18
1371,2371,68,Picked Up,44
1372,2372,11,Delivered,27
1373,2373,75,Delivered,27
1374,2374,80,Delivered,53
1375,2375,20,Delivered,18
1376,2376,44,Cancelled,57
1377,2377,51,Delivered,40
1378,2378,6,Delivered,15
1379,2379,81,Delivered,56
1380,2380,37,Delivered,33
1381,2381,66,Cancelled,35
1382,2382,84,Delivered,54
1383,2383,67,Picked Up,49
1384,2384,68,Assigned,25
1385,2385,9,Delivered,25
1386,2386,60,Delivered,49
1387,2387,16,Delivered,26
1388,2388,20,Assigned,28
1389,2389,23,Delivered,51
1390,2390,59,Picked Up,58
1391,2391,23,Cancelled,35
1392,2392,33,Delivered,22
1393,2393,38,Assigned,57
1394,2394,87,Delivered,50
1395,2395,88,Cancelled,33
1396,2396,63,Cancelled,38
1397,2397,38,Delivered,56
1398,2398,11,Assigned,49
1399,2399,52,Cancelled,34
1400,2400,47,Assigned,32
1401,2401,59,Assigned,18
1402,2402,8,Delivered,55
1403,2403,74,Delivered,32
1404,2404,97,Delivered,28
1405,2405,52,Delivered,53
1406,2406,67,Delivered,45
1407,2407,45,Delivered,55
1408,2408,84,Delivered,56
1409,2409,3,Delivered,36
1410,2410,70,Delivered,49
1411,2411,64,Delivered,17
1412,2412,2,Cancelled,46
1413,2413,96,Delivered,17
1414,2414,79,Assigned,18
1415,2415,94,Delivered,22
1416,2416,57,Cancelled,24
1417,2417,13,Picked Up,19
1418,2418,30,Cancelled,38
1419,2419,76,Picked Up,47
1420,2420,1,Delivered,27
1421,2421,27,Delivered,22
1422,2422,97,Delivered,58
1423,2423,54,Assigned,41
1424,2424,34,Delivered,22
1425,2425,7,Delivered,34
1426,2426,52,Delivered,20
1427,2427,80,Picked Up,27
1428,2428,27,Delivered,26
1429,2429,1,Cancelled,42
1430,2430,22,Delivered,39
1431,2431,7,Picked Up,51
1432,2432,27,Delivered,39
1433,2433,96,Delivered,23
1434,2434,98,Delivered,40
1435,2435,30,Delivered,22
1436,2436,49,Delivered,33
1437,2437,7,Assigned,24
1438,2438,25,Delivered,15
1439,2439,9,Delivered,20
1440,2440,89,Delivered,22
1441,2441,78,Cancelled,52
1442,2442,38,Delivered,44
1443,2443,95,Delivered,17
1444,2444,43,Cancelled,22
1445,2445,78,Picked Up,55
1446,2446,74,Delivered,16
1447,2447,71,Delivered,53
1448,2448,91,Delivered,15
1449,2449,97,Cancelled,36
1450,2450,53,Cancelled,43
1451,2451,30,Picked Up,37
1452,2452,21,Cancelled,41
1453,2453,29,Delivered,53
1454,2454,48,Delivered,45
1455,2455,56,Delivered,38
1456,2456,24,Delivered,22
1457,2457,31,Picked Up,16
1458,2458,20,Picked Up,26
1459,2459,68,Cancelled,39
1460,2460,62,Delivered,18
1461,2461,51,Delivered,35
1462,2462,96,Delivered,16
1463,2463,22,Delivered,52
1464,2464,22,Delivered,38
1465,2465,58,Delivered,43
1466,2466,37,Delivered,57
1467,2467,39,Assigned,17
1468,2468,48,Delivered,20
1469,2469,64,Delivered,27
1470,2470,20,Delivered,60
1471,2471,64,Cancelled,58
1472,2472,80,Assigned,46
1473,2473,89,Cancelled,58
1474,2474,99,Delivered,25
1475,2475,51,Delivered,35
1476,2476,68,Delivered,48
1477,2477,80,Picked Up,48
1478,2478,77,Cancelled,60
1479,2479,15,Delivered,50
1480,2480,32,Delivered,45
1481,2481,14,Delivered,22
1482,2482,12,Delivered,31
1483,2483,21,Picked Up,31
1484,2484,15,Delivered,33
1485,2485,90,Cancelled,47
1486,2486,40,Delivered,34
1487,2487,54,Delivered,28
1488,2488,10,Picked Up,28
1489,2489,57,Delivered,45
1490,2490,92,Delivered,20
1491,2491,74,Delivered,58
1492,2492,53,Delivered,53
1493,2493,42,Delivered,35
1494,2494,84,Delivered,49
1495,2495,46,Delivered,15
1496,2496,25,Delivered,15
1497,2497,16,Picked Up,20
1498,2498,64,Delivered,20
1499,2499,60,Delivered,39
1500,2500,14,Delivered,56
1501,2501,5,Delivered,21
1502,2502,87,Delivered,43
1503,2503,28,Assigned,29
1504,2504,12,Picked Up,48
1505,2505,81,Cancelled,56
1506,2506,12,Delivered,25
1507,2507,4,Delivered,35
1508,2508,61,Assigned,39
1509,2509,46,Cancelled,42
1510,2510,34,Delivered,16
1511,2511,9,Assigned,19
1512,2512,86,Cancelled,56
1513,2513,95,Delivered,33
1514,2514,17,Cancelled,40
1515,2515,93,Delivered,60
1516,2516,57,Assigned,24
1517,2517,38,Delivered,22
1518,2518,54,Cancelled,32
1519,2519,27,Delivered,59
1520,2520,23,Delivered,57
1521,2521,91,Cancelled,19
1522,2522,16,Delivered,45
1523,2523,41,Delivered,57
1524,2524,51,Delivered,24
1525,2525,36,Cancelled,48
1526,2526,19,Delivered,29
1527,2527,8,Picked Up,42
1528,2528,38,Delivered,19
1529,2529,11,Delivered,47
1530,2530,34,Delivered,18
1531,2531,29,Assigned,53
1532,2532,45,Delivered,55
1533,2533,90,Delivered,54
1534,2534,20,Delivered,32
1535,2535,89,Delivered,40
1536,2536,41,Delivered,19
1537,2537,97,Delivered,33
1538,2538,55,Delivered,35
1539,2539,25,Cancelled,29
1540,2540,13,Delivered,32
1541,2541,75,Cancelled,35
1542,2542,2,Delivered,17
1543,2543,100,Delivered,56
1544,2544,37,Delivered,21
1545,2545,89,Delivered,45
1546,2546,84,Delivered,29
1547,2547,83,Picked Up,33
1548,2548,83,Delivered,30
1549,2549,81,Delivered,58
1550,2550,2,Delivered,49
1551,2551,77,Cancelled,58
1552,2552,6,Picked Up,45
1553,2553,69,Delivered,51
1554,2554,88,Picked Up,35
1555,2555,58,Picked Up,39
1556,2556,7,Delivered,50
1557,2557,99,Assigned,29
1558,2558,2,Delivered,21
1559,2559,90,Picked Up,35
1560,2560,82,Cancelled,32
1561,2561,82,Delivered,46
1562,2562,40,Cancelled,46
1563,2563,31,Delivered,32
1564,2564,90,Delivered,38
1565,2565,84,Cancelled,56
1566,2566,78,Delivered,30
1567,2567,56,Cancelled,53
1568,2568,62,Delivered,21
1569,2569,86,Delivered,47
1570,2570,99,Delivered,24
1571,2571,47,Cancelled,30
1572,2572,10,Picked Up,59
1573,2573,62,Cancelled,35
1574,2574,7,Delivered,15
1575,2575,73,Delivered,45
1576,2576,3,Delivered,22
1577,2577,67,Delivered,54
1578,2578,51,Assigned,51
1579,2579,90,Delivered,32
1580,2580,83,Delivered,54
1581,2581,46,Delivered,51
1582,2582,3,Delivered,57
1583,2583,46,Delivered,53
1584,2584,45,Delivered,51
1585,2585,20,Assigned,19
1586,2586,68,Delivered,43
1587,2587,94,Delivered,39
1588,2588,51,Assigned,18
1589,2589,51,Delivered,53
1590,2590,78,Picked Up,26
1591,2591,37,Delivered,42
1592,2592,82,Delivered,20
1593,2593,77,Delivered,32
1594,2594,5,Cancelled,59
1595,2595,93,Picked Up,55
1596,2596,49,Delivered,46
1597,2597,66,Picked Up,54
1598,2598,4,Assigned,49
1599,2599,95,Picked Up,56
1600,2600,7,Delivered,47
1601,2601,26,Delivered,22
1602,2602,20,Picked Up,22
1603,2603,59,Assigned,36
1604,2604,78,Delivered,50
1605,2605,20,Cancelled,25
1606,2606,27,Delivered,20
1607,2607,24,Delivered,39
1608,2608,63,Delivered,23
1609,2609,45,Delivered,59
1610,2610,91,Cancelled,28
1611,2611,67,Cancelled,37
1612,2612,97,Delivered,22
1613,2613,55,Delivered,59
1614,2614,59,Picked Up,22
1615,2615,34,Delivered,27
1616,2616,36,Cancelled,26
1617,2617,64,Picked Up,60
1618,2618,64,Delivered,24
1619,2619,26,Delivered,56
1620,2620,63,Delivered,59
1621,2621,63,Cancelled,31
1622,2622,24,Cancelled,21
1623,2623,87,Delivered,24
1624,2624,2,Assigned,31
1625,2625,24,Delivered,43
1626,2626,77,Delivered,45
1627,2627,34,Delivered,38
1628,2628,84,Assigned,44
1629,2629,9,Assigned,60
1630,2630,79,Delivered,24
1631,2631,44,Delivered,57
1632,2632,43,Assigned,23
1633,2633,85,Cancelled,36
1634,2634,29,Cancelled,56
1635,2635,1,Cancelled,51
1636,2636,47,Delivered,59
1637,2637,95,Picked Up,50
1638,2638,63,Delivered,53
1639,2639,91,Assigned,29
1640,2640,51,Delivered,57
1641,2641,24,Delivered,28
1642,2642,59,Assigned,37
1643,2643,59,Delivered,29
1644,2644,67,Picked Up,55
1645,2645,13,Delivered,58
1646,2646,10,Delivered,52
1647,2647,20,Delivered,30
1648,2648,42,Delivered,21
1649,2649,85,Picked Up,19
1650,2650,31,Picked Up,28
1651,2651,7,Delivered,16
1652,2652,61,Delivered,27
1653,2653,48,Cancelled,58
1654,2654,6,Delivered,31
1655,2655,52,Assigned,32
1656,2656,68,Cancelled,33
1657,2657,92,Picked Up,21
1658,2658,22,Delivered,23
1659,2659,94,Delivered,26
1660,2660,30,Cancelled,25
1661,2661,5,Assigned,45
1662,2662,32,Assigned,35
1663,2663,91,Cancelled,45
1664,2664,8,Cancelled,51
1665,2665,39,Delivered,52
1666,2666,14,Delivered,45
1667,2667,2,Assigned,37
1668,2668,72,Delivered,48
1669,2669,27,Delivered,54
1670,2670,22,Delivered,29
1671,2671,15,Delivered,50
1672,2672,24,Delivered,39
1673,2673,84,Delivered,48
1674,2674,1,Assigned,53
1675,2675,27,Delivered,19
1676,2676,48,Delivered,54
1677,2677,30,Delivered,43
1678,2678,70,Delivered,32
1679,2679,92,Assigned,49
1680,2680,72,Cancelled,30
1681,2681,70,Delivered,27
1682,2682,57,Picked Up,32
1683,2683,84,Delivered,29
1684,2684,70,Delivered,21
1685,2685,29,Cancelled,28
1686,2686,58,Delivered,57
1687,2687,33,Assigned,32
1688,2688,51,Delivered,34
1689,2689,47,Delivered,34
1690,2690,4,Delivered,46
1691,2691,2,Delivered,35
1692,2692,30,Delivered,35
1693,2693,84,Assigned,48
1694,2694,17,Cancelled,28
1695,2695,34,Assigned,21
1696,2696,86,Delivered,47
1697,2697,4,Picked Up,50
1698,2698,23,Assigned,56
1699,2699,96,Delivered,48
1700,2700,42,Delivered,23
1701,2701,94,Assigned,32
1702,2702,63,Delivered,52
1703,2703,71,Cancelled,25
1704,2704,44,Assigned,46
1705,2705,95,Delivered,29
1706,2706,60,Delivered,38
1707,2707,55,Cancelled,33
1708,2708,13,Delivered,30
1709,2709,28,Picked Up,17
1710,2710,58,Cancelled,16
1711,2711,49,Delivered,41
1712,2712,88,Delivered,18
1713,2713,83,Picked Up,59
1714,2714,52,Delivered,29
1715,2715,12,Delivered,51
1716,2716,9,Picked Up,42
1717,2717,90,Delivered,21
1718,2718,76,Delivered,36
1719,2719,96,Delivered,16
1720,2720,77,Delivered,46
1721,2721,27,Picked Up,22
1722,2722,25,Delivered,58
1723,2723,8,Delivered,46
1724,2724,64,Assigned,19
1725,2725,60,Delivered,28
1726,2726,63,Assigned,55
1727,2727,84,Delivered,16
1728,2728,54,Delivered,49
1729,2729,75,Delivered,18
1730,2730,2,Delivered,38
1731,2731,67,Delivered,17
1732,2732,62,Delivered,21
1733,2733,51,Delivered,32
1734,2734,58,Picked Up,34
1735,2735,17,Delivered,42
1736,2736,72,Delivered,45
1737,2737,32,Delivered,38
1738,2738,42,Delivered,42
1739,2739,43,Cancelled,23
1740,2740,74,Picked Up,53
1741,2741,4,Delivered,60
1742,2742,29,Delivered,43
1743,2743,80,Picked Up,22
1744,2744,17,Delivered,43
1745,2745,21,Picked Up,17
1746,2746,80,Delivered,45
1747,2747,71,Cancelled,57
1748,2748,78,Delivered,29
1749,2749,41,Picked Up,59
1750,2750,42,Delivered,49
1751,2751,13,Assigned,53
1752,2752,97,Cancelled,41
1753,2753,70,Cancelled,31
1754,2754,36,Delivered,42
1755,2755,42,Picked Up,43
1756,2756,96,Picked Up,49
1757,2757,100,Delivered,43
1758,2758,34,Delivered,26
1759,2759,5,Delivered,31
1760,2760,8,Picked Up,38
1761,2761,11,Delivered,59
1762,2762,86,Delivered,41
1763,2763,62,Cancelled,32
1764,2764,2,Assigned,26
1765,2765,7,Delivered,40
1766,2766,83,Delivered,35
1767,2767,77,Picked Up,53
1768,2768,87,Delivered,17
1769,2769,4,Delivered,29
1770,2770,33,Cancelled,55
1771,2771,11,Delivered,17
1772,2772,45,Picked Up,55
1773,2773,69,Delivered,39
1774,2774,81,Delivered,16
1775,2775,74,Delivered,31
1776,2776,35,Delivered,37
1777,2777,40,Assigned,31
1778,2778,1,Delivered,15
1779,2779,6,Delivered,17
1780,2780,3,Delivered,60
1781,2781,53,Delivered,37
1782,2782,33,Assigned,44
1783,2783,50,Assigned,28
1784,2784,38,Picked Up,49
1785,2785,57,Delivered,25
1786,2786,47,Delivered,16
1787,2787,37,Assigned,52
1788,2788,78,Delivered,33
1789,2789,51,Delivered,23
1790,2790,41,Delivered,42
1791,2791,8,Delivered,27
1792,2792,68,Delivered,59
1793,2793,61,Assigned,36
1794,2794,95,Delivered,20
1795,2795,65,Delivered,25
1796,2796,86,Delivered,39
1797,2797,46,Delivered,58
1798,2798,85,Delivered,18
1799,2799,72,Picked Up,22
1800,2800,48,Assigned,36
1801,2801,78,Delivered,34
1802,2802,31,Delivered,36
1803,2803,3,Delivered,19
1804,2804,100,Delivered,31
1805,2805,10,Picked Up,42
1806,2806,88,Delivered,45
1807,2807,62,Cancelled,57
1808,2808,50,Delivered,21
1809,2809,81,Delivered,59
1810,2810,30,Cancelled,25
1811,2811,90,Delivered,22
1812,2812,75,Delivered,40
1813,2813,61,Delivered,25
1814,2814,47,Delivered,39
1815,2815,13,Delivered,47
1816,2816,33,Delivered,32
1817,2817,49,Assigned,41
1818,2818,37,Delivered,56
1819,2819,65,Assigned,26
1820,2820,33,Picked Up,34
1821,2821,11,Picked Up,49
1822,2822,30,Delivered,47
1823,2823,99,Delivered,20
1824,2824,31,Cancelled,43
1825,2825,81,Delivered,32
1826,2826,96,Picked Up,58
1827,2827,36,Cancelled,46
1828,2828,92,Assigned,60
1829,2829,21,Cancelled,52
1830,2830,59,Picked Up,60
1831,2831,42,Assigned,20
1832,2832,92,Cancelled,32
1833,2833,39,Assigned,51
1834,2834,40,Delivered,15
1835,2835,74,Picked Up,34
1836,2836,50,Delivered,49
1837,2837,33,Delivered,30
1838,2838,75,Delivered,56
1839,2839,96,Delivered,50
1840,2840,95,Cancelled,47
1841,2841,64,Assigned,16
1842,2842,83,Delivered,30
1843,2843,62,Delivered,57
1844,2844,82,Picked Up,45
1845,2845,54,Cancelled,31
1846,2846,74,Delivered,28
1847,2847,58,Assigned,17
1848,2848,42,Delivered,32
1849,2849,19,Delivered,22
1850,2850,73,Delivered,49
1851,2851,59,Delivered,42
1852,2852,17,Cancelled,49
1853,2853,74,Delivered,34
1854,2854,57,Delivered,44
1855,2855,56,Delivered,59
1856,2856,52,Cancelled,18
1857,2857,89,Assigned,20
1858,2858,76,Delivered,53
1859,2859,25,Delivered,25
1860,2860,49,Cancelled,31
1861,2861,17,Delivered,51
1862,2862,85,Picked Up,54
1863,2863,27,Delivered,43
1864,2864,56,Cancelled,52
1865,2865,64,Cancelled,15
1866,2866,68,Cancelled,37
1867,2867,54,Cancelled,43
1868,2868,41,Assigned,22
1869,2869,4,Picked Up,38
1870,2870,84,Delivered,28
1871,2871,94,Assigned,56
1872,2872,86,Cancelled,41
1873,2873,63,Delivered,57
1874,2874,39,Cancelled,32
1875,2875,58,Delivered,45
1876,2876,15,Delivered,17
1877,2877,46,Cancelled,43
1878,2878,60,Delivered,23
1879,2879,47,Picked Up,16
1880,2880,90,Delivered,38
1881,2881,48,Delivered,31
1882,2882,80,Delivered,17
1883,2883,82,Cancelled,54
1884,2884,89,Assigned,49
1885,2885,42,Delivered,35
1886,2886,17,Delivered,39
1887,2887,81,Delivered,46
1888,2888,34,Delivered,50
1889,2889,35,Delivered,36
1890,2890,94,Delivered,60
1891,2891,86,Picked Up,45
